key,value,definition
shop,trade,botiga	=	comerç
amenity,trade_school,amenitat/servei	=	escola de comerç
building:roof,traditional,edifici: sostre	=	tradicional
building:material,traditional,material de construcció	=	tradicional
healthcare:speciality,traditional_chinese_medicine,especialitat:de_salut	=	medicina_tradicional_xinesa
signal_station,traffic,estació de senyals	=	trànsit
surveillance:zone,traffic,vigilància: zona	=	trànsit
surveillance,traffic,vigilància trànsit
highway,traffic_calming,autopista	=	calmar el trànsit
barrier,traffic_island,barrera	=	Illa de trànsit
footway,traffic_island,senda	=	Illa de trànsit
landuse,traffic_island,ús del sòl	=	Illa de trànsit
area:highway,traffic_island,zona:carretera	=	Illa de trànsit
traffic_signals,traffic_lights,Senyals de trànsit	=	semàfors
highway,traffic_mirror,carretera	=	trànsit_mirall
amenity,traffic_park,amenitat/servei	=	parc de trànsit
road_marking,traffic_sign,senyalització_carretera senyal_de_trànsit
highway,traffic_signals,carretera	=	Senyals de trànsit
crossing,traffic_signals,encreuament	=	Senyals de trànsit
level_crossing,traffic_signals,pas a nivell	=	Senyals de trànsit
hazard,traffic_signals,perill	=	Senyals de trànsit
type,traffic_signals_set,tipus	=	conjunt de senyals de trànsit
highway,trail,autopista	=	sender
surface,trail,superfície	=	sender
information,trail_blaze,informació	=	rastre de foc
tourism,trail_riding_rest,turisme	=	descans per muntar a cavall
tourism,trail_riding_station,turisme	=	trail_riding_station
shop,trailer,botiga	=	remolc
rental,trailer,lloguer	=
amenity,trailer_park,amenitat/servei	=	parc de remolcs
residential,trailer_park,Residencial	=	parc de remolcs
highway,trailhead,autopista	=	començament del sender
attraction,train,atracció	=	tren
route,train,ruta	=	tren
building,train_station,tipus d'edifici	=	estació de tren
railway,train_station_entrance,ferrocarril	=	entrada_estació_de_tren
amenity,training,amenitat/servei	=	capacitació
military,training_area,militar	=	àrea d'entrenament
police,training_area,policia	=	àrea d'entrenament
wall,training_wall,paret	=	mur d'entrenament
seamark:shoreline_construction:category,training_wall,seamark:litoral construcció:categoria	=	mur d'entrenament
construction,tram,construcció	=	tramvia
railway,tram,ferrocarril	=	tramvia
route,tram,ruta	=	tramvia
embedded_rails,tram,tramvia embedded_rails
railway,tram_crossing,ferrocarril	=	tram_crossing
railway,tram_level_crossing,ferrocarril	=	tram_level_crossing
traffic_signals,tram_priority,Senyals de trànsit	=	prioritat de tramvia
railway,tram_stop,ferrocarril	=	parada de tramvia
sport,trampoline,esport	=	trampolí
playground,trampoline,parc infantil	=	trampolí
leisure,trampoline_park,temps lliure	=	parc de trampolins
power,transformer,energia	=	transformador
building,transformer_tower,tipus d'edifici	=	transformador_torre
route,transhumance,ruta	=	transhumància
type,transit,tipus	=	trànsit
placement,transition,col·locació	=	transició
line_management,transition,maneig de línia	=	transició
pole,transition,pol	=	transició
substation,transition,subestació	=	transició
tower:type,transition,torre:tipus	=	transició
meadow,transitional,prat	=	transicional
office,translator,oficina	=	traductor
seamark:cable_overhead:category,transmission,seamark:sobrecàrrega de cable:categoria	=	transmissió
substation,transmission,subestació	=	transmissió
usage,transmission,ús	=	transmissió
healthcare:speciality,transplant,sanitat:especialitat	=
company,transport,empresa	=	transport
museum,transport,museu	=	transport
office,transport,oficina	=	transport
building,transportation,tipus d'edifici	=	transportació
usage,transportation,ús	=	transportació
bridge:movable,transporter,pont: mòbil	=	transportador
building:usage:pl,transportu i łączności,edifici:ús:pl transport i łączności
building:use:pl,Transportu i łączności,building:use:pl Transportu i łączności
building:usage:pl,Transportu lub łączności,edifici:ús:pl Transportu lub łączności
building:usage:pl,transportu␣i␣łączności,edifici: ús: pl	=	transportu_i_łączności
building:use:pl,Transportu␣i␣łączności,edifici:ús:pl	=	Transportu_i_łączności
line_management,transpose,maneig de línia	=	transposar
tower:type,transposing,torre:tipus	=	transposar
waste,trash,desaprofitament	=	escombraries
healthcare:speciality,trauma,sanitat:especialitat	=	traumatologia
shop,travel_agency,botiga	=	agència de viatges
office,travel_agent,oficina	=	agent de viatges
crane:type,travel_lift,grua:tipus	=	ascensor de viatge
railway,traverser,ferrocarril	=	travessador
boundary,treaty,Límit	=	tractat
barrier,tree,barrera	=	arbre
plant,tree,planta	=	arbre
support,tree,suport	=	arbre
natural,tree,"Un arbre és una planta llenyosa perenne amb tronc, branques i fulles que creix naturalment en el medi ambient | natural	=	arbre"
natural,tree_group,natural	=	arbre_grup
building,tree_house,tipus d'edifici	=	casa de l'arbre
LINZ:layer,tree_pnt,LINZ: capa	=	arbre_pnt
natural,tree_row,natural	=	filera_d'arbres
historic,tree_shrine,històric	=	santuari de l'arbre
natural,tree_stump,natural	=	tocó d'arbre
natural,tree/Archived_proposal,natural	=	arbre/proposta arxivada
natural,"tree/List_of_Genus,_Leaf_cycle,_Leaf_type","natural	=	arbre/Llista de Gènere, Cicle de la fulla, Tipus de fulla"
landcover,trees,coberta terrestre	=	arbres
landuse,trees,ús del sòl	=	arbres
military,trench,militar	=	rasa
bridge,trestle,pont	=	cavallet
design,triangle,disseny	=	triangle
type,triangulation,tipus	=	triangulació
wires,triple,filferros	=
athletics,triple_jump,atletisme	=	salt triple
animated,trivision_blades,animat	=	fulles de trivisió
amenity,trolley_bay,amenitat/servei	=	carrito_bay
route,trolleybus,ruta	=	trolebús
shop,trophy,botiga	=	trofeu
healthcare:speciality,tropical,sanitat:especialitat	=
shop,truck,botiga	=	camió
shop,truck_repair,botiga	=	reparació de camions
source:hgv,Truck␣Route␣Ordinance␣https://www.phoenix.gov/streetssite/Documents/truckmap.pdf,font:camions Truck␣Route␣Ordinance␣https://www.phoenix.gov/carrerssite/Documents/truckmap.pdf
oneway,TRUE,d'una sola mà	=	CERT
building,TRUE,tipus d'edifici = CERT (valor booleà)
sport,trugo,esport	=	truc
building,trullo,tipus d'edifici	=	trullo
highway,trunk,carretera	=	tronc
construction,trunk,construcció	=	maleter
support,trunk,suport	=	maleter
ferry,trunk,transportar	=	maleter
area:highway,trunk,zona:carretera	=	maleter
highway,trunk_link,carretera	=	enlace_tronc
construction,trunk_link,construcció	=	enllaç troncal
area:highway,trunk_link,zona:carretera	=	enllaç troncal
bridge:structure,truss,pont:estructura	=	braguer
loading_gauge,TSI_GA,indicador_de_càrrega TSI_GA
loading_gauge,TSI_GB,indicador_de_càrrega TSI_GB
loading_gauge,TSI_GB1,indicador_de_càrrega TSI_GB1
loading_gauge,TSI_GC,indicador_de_càrrega TSI_GC
structure,tubular,estructura	=	tubular
amenity,tuition,amenitat/servei	=	matrícula
building,tulou,tipus d'edifici	=	tulou
archaeological_site,tumulus,lloc arqueològic	=	túmul
site_type,tumulus,tipus_lloc	=	túmul
tomb,tumulus,tomba	=	túmul
natural,tundra,natural	=	tundra
landform,tundra_polygon,relleu tundra_polygon
car:repair,tuning,reparació de cotxes	=	Afinació
man_made,tunnel,artificial	=	túnel
location,tunnel,localització	=	túnel
seamark:type,tunnel,marca de mar: tipus	=	túnel
type,tunnel,tipus	=	túnel
playground,tunnel_tube,parc infantil	=	tub de tunel
landuse,turbary,ús del sòl	=	turbant
cuisine,turkish,cuina	=	turc
leisure,turkish_bath,temps lliure	=	bany turc
hazard,turn,perill	=	gir
road_marking,turn_dashes,senyalització_carretera girs
craft,turner,artesania	=	torner
seamark:type,turning_basin,marca de mar: tipus	=	lavabo giratori
highway,turning_circle,carretera	=	ràdio de gir
area:highway,turning_circle,zona:carretera	=	ràdio de gir
highway,turning_loop,carretera	=	giro_bucle
waterway,turning_point,camí aquàtic	=	punt de tornada
seamark:restricted_area:restriction,turning_prohibited,seamark:àrea restringida:restricció	=	gir prohibit
type,turnlanes:lengths,tipus	=	carrils de gir: longituds
type,turnlanes:turns,tipus	=	carrils de gir: girs
seamark:buoy_lateral:category,turnoff_left,marca:boia lateral:categoria	=	desviament a l'esquerra
seamark:buoy_lateral:category,turnoff_right,marca:boia lateral:categoria	=	desviament a la dreta
hazard,turns,perill	=	voltes
barrier,turnstile,barrera	=	torniquet
railway,turntable,ferrocarril	=	placa giratòria
office,tutoring,oficina	=	tutoria
addr:county,Tuttlingen,adreça: comtat	=	Tuttlingen
design,two-level,disseny	=	dos nivells
seamark:type,two-way_route,marca de mar: tipus	=	ruta de dos sentits
navigationaid,txc,ajuda a la navegació txc
source:hgv,"TxDOT’s Sign Guidelines and Applications Manual, Chapter 5, Section 6 Truck Routes https://onlinemanuals.txdot.gov/TxDOTOnlineManuals/TxDOTManuals/smk/truck_routes.htm","font:camions Manual de directrius i aplicacions de senyalització de TxDOT, capítol 5, secció 6 Rutes de camions https://onlinemanuals.txdot.gov/TxDOTOnlineManuals/TxDOTManuals/smk/truck_routes.htm"
navigationaid,txe,ajuda a la navegació txe
barrier,tyres,barrera	=	pneumàtics
shop,tyres,botiga	=	pneumàtics
service,tyres,Servei	=	pneumàtics
railway:track_ref,U,ferrocarril:ref_via U
maxspeed,UA:rural,màxima velocitat	=	UA:rural
maxspeed,UA:urban,màxima velocitat	=	AU:urbà
genus,Ulmus,gènere	=	Ulmus
species,Ulmus␣americana,espècies	=	Ulmus_americana
species,Ulmus␣carpinifolia,espècies	=
species,Ulmus␣glabra,espècies	=
species,Ulmus␣minor,espècies	=
species,Ulmus␣parvifolia,espècies	=
species,Ulmus␣pumila,espècies	=
sport,ultimate,esport	=	últim
vending,umbrellas,venda	=	para-sols
construction,unclassified,construcció	=	desclassificat
building,unclassified,tipus d'edifici	=	desclassificat
ferry,unclassified,transportar	=	desclassificat
highway,unclassified,Una carretera sense classificar és una carretera menor que no ha rebut una classificació funcional específica | carretera	=	desclassificat
crossing,uncontrolled,encreuament	=	sense control
level_crossing,uncontrolled,pas a nivell	=	sense control
junction,uncontrolled,unió	=	sense control
building,undefined,tipus d'edifici	=	indefinit
parking,underground,estacionament	=	sota terra
fire_hydrant:type,underground,hidrant_d'incendi: tipus	=	sota terra
location,underground,ubicació	=	sota terra
power,underground_cable,poder	=	cable subterrani
location,underwater,localització	=	submarí
shop,underwear,botiga	=	roba interior
clothes,underwear,roba	=	roba interior
hazard,unexploded_ordnance,perill	=	munició sense explotar
surface,unhewn_cobblestone,superfície	=	llambordes sense tallar
building,unidentified,tipus d'edifici	=	no identificat
clothes,uniforms,roba	=	uniformes
seamark:light:visibility,unintensified,marca:llum:visibilitat	=	no intensificat
office,union,oficina	=	Unió
clothes,unisex,roba	=	unisexe
religion,unitarian_universalist,religió	=	unitari universalista
flag:name,United States,bandera:nom Estats Units
subject,United States,assumpte Estats Units
amenity,university,amenitat/servei	=	Universitat
office,university,oficina	=	Universitat
residential,university,Residencial	=	Universitat
building,university,tipus d'edifici	=	Universitat
operator:type,university,operador:tipus	university
access,unknown,accés	=	desconegut
bicycle,unknown,bicicleta	=	desconegut
crossing,unknown,encreuament	=	desconegut
genus,unknown,gènere	=	desconegut
foot,unknown,peu	=	desconegut
building,unknown,tipus d'edifici	=	desconegut
horse,unknown,cavall desconegut
wheelchair,unknown,"cadira de rodes = falta informació , desconegut"
dog,unleashed,gos	=	deixat anar
source:maxspeed,Unless otherwise posted speed limit 25 MPH in Oklahoma City; OKC code § 32-166.,"font:velocitat màxima Si no s'indica el contrari, el límit de velocitat és de 25 MPH a Oklahoma City; codi OKC § 32-166. font:maxweight https://hub.arcgis.com/datasets/KYTC::kytc-truck-weight-classification/explore"
maxstay,unlimited,estada màxima il·limitada
crossing,unmarked,encreuament	=	no notificat
cycleway,unmarked_lane,carril bici	=	carril_sense_marcar
bus,unofficial,autobús	=	no oficial
surface,unpaved,"Una superfície sense pavimentar està feta de materials naturals com grava, terra o herba, sense paviment artificial | superfície	=	sense pavimentar"
footway:surface,unpaved,vorera:superfície	=
surface,unpaved_minor,superfície	=	sense pavimentar_menor
seamark:light:status,unreliable,seamark:llum:estat	=	no fidedigne
operational_status_quality,unspecified,estat_operatiu_qualitat	=	no especificat
highway,unsurfaced,autopista	=	sense superfície
construction,unsurfaced,construcció	=	sense superfície
heritage:operator,UntereDenkmalbehörde,patrimoni:operador	=	UntereDenkmalbehörde
old_railway_operator,UP,antic operador ferroviari	=	FINS
direction,up,direcció	=	fins
incline,up,inclinació	=	amunt
incline,up/down,inclinació	=	a dalt a baix
craft,upholsterer,artesania	=	tapisser
seamark:light:1:category,upper,seamark:llum:1:categoria	=	Superior
seamark:light:category,upper,seamark:llum:categoria	=	Superior
seamark:topmark:shape,upright_cross,marca de mar:marca de topall:forma	=	creu vertical
seamark:topmark:shape,upright-cross,marca de mar:marca de topall:forma	=	creu vertical
seamark:light:character,UQ,marca:llum:personatge	=	UQ
bus,urban,autobús	=	urbà
denotation,urban,denotació	=	urbà
boundary,urban,Límit	=	urbà
passenger,urban,passatger	=	urbà
residential,urban,Residencial	=	urbà
traffic,urban,trànsit	=	urbà
HFCS,Urban Collector,Col·lector urbà HFCS
HFCS,Urban Minor Arterial,Arterial menor HFCS
HFCS,Urban Principal Arterial,Arterial principal urbana HFCS
HFCS,Urban Principal Arterial - Other,Arterial principal urbana - Altres
HFCS,Urban␣Collector,JMAF	=	Urban_Col·leccionista
HFCS,Urban␣Minor␣Arterial,JMAF	=	Urbà_Menor_Arterial
HFCS,Urban␣Principal␣Arterial,JMAF	=	Urbà_Principal_Arterial
HFCS,Urban␣Principal␣Arterial␣-␣Other,JMAF	=	Urbà_Principal_Arterial_-_Un altre
healthcare:speciality,urology,sanitat:especialitat	=
cycle_network,US,xarxa de bicicletes	=	NOSALTRES
country,US,país EUA
ref,US 1,referència US 1
source:population,US Census,font: població Cens dels EUA
cycle_network,US:CA:SF,xarxa de bicicletes	=	EUA: CA: SF
cycle_network,US:GA,xarxa de bicicletes	=	EUA: Geòrgia
cycle_network,US:LA:NO,xarxa de bicicletes	=	EUA: LA: NO
traffic_sign,US:MD:M1-5,senyal de trànsit	=	EUA: Doctor en Medicina: M1-5
cycle_network,US:NC,xarxa de bicicletes	=	EUA: Carolina del Nord
cycle_network,US:NM,xarxa de bicicletes	=	EUA: NM
cycle_network,US:NY,xarxa de bicicletes	=	EUA: Nova York
cycle_network,US:OH,xarxa de bicicletes	=	EUA: OH
cycle_network,US:PA,xarxa de bicicletes	=	EUA: Pennsilvània
traffic_sign,US:R1-1,senyal de trànsit EUA:R1-1
cycle_network,US:US,xarxa de bicicletes	=	EUA: EUA.
cycle_network,US:USA,xarxa de bicicletes	=	EUA: EUA.
access,use_sidepath,accés	=	utilitzar camí lateral
bicycle,use_sidepath,bicicleta	=	use_sidepath
bicycle:backward,use_sidepath,bicicleta: al revés	=	utilitzar camí lateral
bicycle:forward,use_sidepath,bicicleta: endavant	=	utilitzar camí lateral
moped,use_sidepath,ciclomotor	=	use_sidepath
mofa,use_sidepath,mofa	=	use_sidepath
foot,use_sidepath,peu	=	use_sidepath
operator:short,USGS,operador:curt	USGS
short_name,USPS,nom curt	=	USPS
operator:short,USPS,operador:curt	USPS
service,utility,Servei	=	utilitat
building,utility,tipus d'edifici	=	utilitat
man_made,utility_pole,artificial	=	pal d'electricitat
LINZ:source_version,V16,LINZ:versió_font	=	V16
railway,vacancy_detection,ferrocarril	=	vacancy_detection
shop,vacant,botiga	=	vacant
healthcare:speciality,vaccination,sanitat:especialitat	=	vacunació
healthcare,vaccination_centre,cura de la salut	=	centre de vacunació
genus,Vaccinium,gènere	=	vaccini
genus,Vachellia,gènere	=	Vachelia
amenity,vacuum_cleaner,amenitat/servei	=	aspiradora
shop,vacuum_cleaner,botiga	=	aspiradora
object:city,Valdivia,objecte:ciutat	=	Valdivia
natural,valley,natural	=	Vall
pipeline,valve,canonada	=	vàlvula
inlet,valve,entrada	=	vàlvula
outlet,valve,presa de corrent	=	vàlvula
access,variable,accés	=	variable
traffic_sign,variable_message,senyal de trànsit	=	missatge variable
shop,variety_store,botiga	=	Botiga de varietats
healthcare:speciality,vascular_surgery,sanitat:especialitat	=
navigationaid,vasi,Ajuda a la navegació	=	Vasi
